% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.150155988e+06 +4.150155988e+06 +4.149946108e+06 +4.149946108e+06 +1.0718e+00 -1.5742e+00
2 +5.254749570e+05 +5.254749570e+05 +5.252650770e+05 +5.252650770e+05 -1.7066e-01 +1.2312e+00
5 +2.394231949e+05 +2.394231949e+05 +2.392133149e+05 +2.392133149e+05 +2.9964e+00 +9.3975e-01
14 +1.128442860e+05 +1.128442860e+05 +1.126344060e+05 +1.126344060e+05 -4.3645e+00 +1.1966e-01
28 +1.167190724e+04 +1.167190724e+04 +1.146202724e+04 +1.146202724e+04 +3.9917e+00 +5.4846e-01
42 +1.431428433e+03 +1.431428433e+03 +1.221548433e+03 +1.221548433e+03 +1.1417e+00 +4.1245e-01
928 +4.956845061e+01 +4.956845061e+01 -1.603115494e+02 -1.603115494e+02 +3.9954e+00 +4.5470e-01
1128 +8.995740590e+00 +8.995740590e+00 -2.008842594e+02 -2.008842594e+02 +3.9813e+00 +4.4900e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.439944751e+07 +3.439944751e+07 +3.439935542e+07 +3.439935542e+07 -3.5317e+00 -3.5874e+00
5 +4.901815250e+06 +4.901815250e+06 +4.901723160e+06 +4.901723160e+06 -4.5683e-01 +3.6454e-01
6 +3.368650211e+04 +3.368650211e+04 +3.359441211e+04 +3.359441211e+04 +3.4149e+00 +2.8034e+00
55 +9.202332511e+02 +9.202332511e+02 +8.281432511e+02 +8.281432511e+02 -7.6318e-01 +2.6531e+00
355 +9.238196345e+00 +9.238196345e+00 -8.285180366e+01 -8.285180366e+01 -7.5491e-01 +2.6243e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.302186225e+07 +3.302186225e+07 +3.302177436e+07 +3.302177436e+07 +9.0616e-01 -2.4226e+00
3 +1.293716215e+02 +1.293716215e+02 +4.148162153e+01 +4.148162153e+01 -2.8623e+00 +3.6343e+00
1103 +3.987771039e+01 +3.987771039e+01 -4.801228961e+01 -4.801228961e+01 -2.8978e+00 +3.6404e+00
2921 +1.653064957e+01 +1.653064957e+01 -7.135935043e+01 -7.135935043e+01 +3.2852e+00 +3.6486e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.888023859e+06 +1.888023859e+06 +1.888344049e+06 +1.888344049e+06 -1.0635e-01 -1.0938e+00
3 +7.074468063e+05 +7.074468063e+05 +7.077669963e+05 +7.077669963e+05 +4.9268e-01 -3.2443e+00
13 +4.297798458e+03 +4.297798458e+03 +4.617988458e+03 +4.617988458e+03 +4.0678e+00 -2.2892e+00
113 +2.113168131e+03 +2.113168131e+03 +2.433358131e+03 +2.433358131e+03 +4.0557e+00 -2.3166e+00
1127 +4.603803961e+02 +4.603803961e+02 +7.805703961e+02 +7.805703961e+02 +2.8280e+00 -2.3396e+00
1227 +7.663453419e+01 +7.663453419e+01 +3.968245342e+02 +3.968245342e+02 +2.8281e+00 -2.3696e+00
2119 +7.194039144e+00 +7.194039144e+00 +3.273840391e+02 +3.273840391e+02 -2.6663e+00 -2.3592e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.887382153e+07 +2.887382153e+07 +2.887371729e+07 +2.887371729e+07 +4.4766e+00 +1.5112e+00
2 +1.087536268e+07 +1.087536268e+07 +1.087525844e+07 +1.087525844e+07 +3.2289e+00 -5.2914e-01
3 +4.445615350e+06 +4.445615350e+06 +4.445511110e+06 +4.445511110e+06 -3.0947e-01 -1.8469e+00
4 +3.449396287e+05 +3.449396287e+05 +3.448353887e+05 +3.448353887e+05 -3.7399e+00 -4.5547e+00
7 +1.604235067e+04 +1.604235067e+04 +1.593811067e+04 +1.593811067e+04 +5.9756e-01 -4.0428e+00
14 +2.512383197e+02 +2.512383197e+02 +1.469983197e+02 +1.469983197e+02 -6.0359e-01 -3.9037e+00
214 +2.504374731e+02 +2.504374731e+02 +1.461974731e+02 +1.461974731e+02 -6.0326e-01 -3.9038e+00
335 +1.231996322e+02 +1.231996322e+02 +1.895963219e+01 +1.895963219e+01 -3.1752e+00 -3.9309e+00
614 +9.084427744e+01 +9.084427744e+01 -1.339572256e+01 -1.339572256e+01 -6.2769e-01 -3.9300e+00
617 +4.310822102e+00 +4.310822102e+00 -9.992917790e+01 -9.992917790e+01 +1.4054e+00 -3.9219e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043492249e+07 +1.043492249e+07 +1.043392249e+07 +1.043392249e+07 +2.1936e+00 -3.1640e-01
2 +7.771469048e+06 +7.771469048e+06 +7.770469048e+06 +7.770469048e+06 -4.3458e+00 -9.0928e-01
3 +1.471953071e+04 +1.471953071e+04 +1.371953071e+04 +1.371953071e+04 +9.2465e-01 -3.7603e+00
66 +1.065286545e+03 +1.065286545e+03 +6.528654453e+01 +6.528654453e+01 +4.6539e+00 -3.6069e+00
166 +3.449863796e+02 +3.449863796e+02 -6.550136204e+02 -6.550136204e+02 +4.6291e+00 -3.6238e+00
567 +9.287761954e+00 +9.287761954e+00 -9.907122380e+02 -9.907122380e+02 +4.8242e-01 -3.6424e+00
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.244154507e+03 +4.244154507e+03 +4.207864507e+03 +4.207864507e+03 -1.1106e+00 -3.2137e+00
31 +3.238688126e+03 +3.238688126e+03 +3.202398126e+03 +3.202398126e+03 -3.4104e+00 -3.0910e+00
48 +5.130285113e+02 +5.130285113e+02 +4.767385113e+02 +4.767385113e+02 -1.5991e+00 -3.1648e+00
348 +8.669876865e+01 +8.669876865e+01 +5.040876865e+01 +5.040876865e+01 -1.5931e+00 -3.1344e+00
431 +3.559642870e+01 +3.559642870e+01 -6.935713011e-01 -6.935713011e-01 -3.3546e+00 -3.1409e+00
3563 +7.776382616e+00 +7.776382616e+00 -2.851361738e+01 -2.851361738e+01 +3.6296e+00 -3.1395e+00
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.611900494e+07 +1.611900494e+07 +1.611895654e+07 +1.611895654e+07 +3.4211e+00 +1.0942e+00
2 +8.433381651e+04 +8.433381651e+04 +8.428541651e+04 +8.428541651e+04 +3.4194e-01 -2.6418e+00
16 +4.736214415e+04 +4.736214415e+04 +4.731374415e+04 +4.731374415e+04 +2.8626e+00 -2.7086e+00
46 +3.863061426e+04 +3.863061426e+04 +3.858221426e+04 +3.858221426e+04 -1.8229e+00 -3.1164e+00
67 +1.404806204e+03 +1.404806204e+03 +1.356406204e+03 +1.356406204e+03 -3.3614e-01 -2.8860e+00
1603 +5.097924757e+02 +5.097924757e+02 +4.613924757e+02 +4.613924757e+02 +4.4137e+00 -2.9480e+00
1703 +7.127456159e+01 +7.127456159e+01 +2.287456159e+01 +2.287456159e+01 +4.4108e+00 -2.9182e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.226947209e+05 +1.226947209e+05 +1.236947209e+05 +1.236947209e+05 +2.2529e+00 -3.3281e+00
20 +3.667923626e+04 +3.667923626e+04 +3.767923626e+04 +3.767923626e+04 -4.9720e+00 -3.1720e+00
78 +1.740902533e+01 +1.740902533e+01 +1.017409025e+03 +1.017409025e+03 -4.9336e+00 -2.9908e+00
1220 +1.902016224e+00 +1.902016224e+00 +1.001902016e+03 +1.001902016e+03 -4.6907e+00 -2.9870e+00
% function evaluation | noise-free fitness - Fopt (3.261100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.376102682e+07 +4.376102682e+07 +4.376135293e+07 +4.376135293e+07 -9.1555e-01 -4.5726e+00
2 +2.322614557e+07 +2.322614557e+07 +2.322647168e+07 +2.322647168e+07 +4.5889e+00 -2.4579e+00
3 +1.341812451e+07 +1.341812451e+07 +1.341845062e+07 +1.341845062e+07 +2.0104e+00 -1.2218e+00
6 +2.409818576e+06 +2.409818576e+06 +2.410144686e+06 +2.410144686e+06 -4.1988e+00 +1.0242e+00
9 +1.121722985e+05 +1.121722985e+05 +1.124984085e+05 +1.124984085e+05 -2.1788e+00 +2.7724e+00
13 +9.512667533e+04 +9.512667533e+04 +9.545278533e+04 +9.545278533e+04 +3.7420e+00 +2.1396e+00
14 +3.171943676e+04 +3.171943676e+04 +3.204554676e+04 +3.204554676e+04 -2.8998e+00 +2.6212e+00
16 +3.133023153e+01 +3.133023153e+01 +3.574402315e+02 +3.574402315e+02 -1.4597e-01 +2.4399e+00
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.913169958e+06 +6.913169958e+06 +6.913123138e+06 +6.913123138e+06 -2.7603e+00 -2.2131e+00
2 +1.956240984e+06 +1.956240984e+06 +1.956194164e+06 +1.956194164e+06 -4.2802e+00 +1.8256e+00
3 +1.563018755e+06 +1.563018755e+06 +1.562971935e+06 +1.562971935e+06 +3.6183e+00 +1.6456e+00
12 +6.152232385e+05 +6.152232385e+05 +6.151764185e+05 +6.151764185e+05 +3.0749e+00 -3.3470e-01
13 +2.708553859e+05 +2.708553859e+05 +2.708085659e+05 +2.708085659e+05 +3.2032e+00 -3.4683e-02
20 +3.040277364e+04 +3.040277364e+04 +3.035595364e+04 +3.035595364e+04 +1.9387e+00 +6.7729e-01
28 +1.278986551e+04 +1.278986551e+04 +1.274304551e+04 +1.274304551e+04 +9.1470e-01 +6.0909e-01
128 +5.373291648e+03 +5.373291648e+03 +5.326471648e+03 +5.326471648e+03 +9.0326e-01 +5.8136e-01
1167 +3.574459899e+03 +3.574459899e+03 +3.527639899e+03 +3.527639899e+03 +1.0860e-01 +4.3944e-01
1367 +5.260863439e+02 +5.260863439e+02 +4.792663439e+02 +4.792663439e+02 +1.3406e-01 +4.8009e-01
1467 +4.306697537e+01 +4.306697537e+01 -3.753024633e+00 -3.753024633e+00 +1.3084e-01 +5.0991e-01
% function evaluation | noise-free fitness - Fopt (-5.563000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.024840600e+03 +4.024840600e+03 +3.969210600e+03 +3.969210600e+03 +8.7969e-01 +4.9161e-01
70 +7.574236302e+02 +7.574236302e+02 +7.017936302e+02 +7.017936302e+02 +3.8814e+00 +4.4790e-01
71 +2.506456023e+01 +2.506456023e+01 -3.056543977e+01 -3.056543977e+01 +2.9808e-01 +4.2674e-01
% function evaluation | noise-free fitness - Fopt (3.460000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.662129805e+07 +2.662129805e+07 +2.662133265e+07 +2.662133265e+07 +4.5294e+00 -3.8753e+00
2 +2.493739879e+05 +2.493739879e+05 +2.494085879e+05 +2.494085879e+05 +1.3419e+00 +1.9547e+00
18 +1.163203805e+05 +1.163203805e+05 +1.163549805e+05 +1.163549805e+05 +1.0365e+00 +1.7936e+00
29 +4.573643566e+04 +4.573643566e+04 +4.577103566e+04 +4.577103566e+04 +9.5260e-01 +1.2453e+00
