% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231358461e+05 +1.231358461e+05 +1.231717461e+05 +1.231717461e+05 +2.3682e+00 -3.8037e+00
4 +6.512532093e+04 +6.512532093e+04 +6.516122093e+04 +6.516122093e+04 +1.8904e+00 -8.8823e-01
5 +2.277075526e+01 +2.277075526e+01 +5.867075526e+01 +5.867075526e+01 +4.6058e+00 -3.6181e+00
11 +5.275395710e+00 +5.275395710e+00 +4.117539571e+01 +4.117539571e+01 +3.8855e+00 -6.2563e-01
80 +1.375180993e+00 +1.375180993e+00 +3.727518099e+01 +3.727518099e+01 +3.1716e+00 +1.1450e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.058000600e+05 +3.058000600e+05 +3.058314300e+05 +3.058314300e+05 -3.7876e+00 +1.7154e+00
2 +3.474097814e+04 +3.474097814e+04 +3.477234814e+04 +3.477234814e+04 +9.7955e-01 -1.9120e+00
4 +2.379356493e+01 +2.379356493e+01 +5.516356493e+01 +5.516356493e+01 +1.4876e+00 +2.8741e+00
54 +5.313860611e+00 +5.313860611e+00 +3.668386061e+01 +3.668386061e+01 +8.6791e-02 +3.7580e+00
1054 +3.955053950e+00 +3.955053950e+00 +3.532505395e+01 +3.532505395e+01 -1.6886e-01 +3.8483e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.520963465e+01 +4.520963465e+01 -9.547903654e+02 -9.547903654e+02 +3.4483e+00 -8.8004e-01
5 +3.150195950e+01 +3.150195950e+01 -9.684980405e+02 -9.684980405e+02 +3.1728e+00 +1.2588e+00
25 +1.242244641e+01 +1.242244641e+01 -9.875775536e+02 -9.875775536e+02 +1.7663e+00 -7.5122e-01
35 +2.632688541e+00 +2.632688541e+00 -9.973673115e+02 -9.973673115e+02 +2.3541e-01 -2.5481e+00
2292 +2.498746763e+00 +2.498746763e+00 -9.975012532e+02 -9.975012532e+02 +6.1884e-01 -2.3145e+00
2992 +1.533453066e+00 +1.533453066e+00 -9.984665469e+02 -9.984665469e+02 +4.4941e-01 -2.2995e+00
6265 +8.294958033e-01 +8.294958033e-01 -9.991705042e+02 -9.991705042e+02 +2.7101e-01 -2.8013e+00
6665 +6.254769103e-01 +6.254769103e-01 -9.993745231e+02 -9.993745231e+02 +1.6998e-01 -2.7366e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.848014568e+01 +1.848014568e+01 +1.504001457e+02 +1.504001457e+02 -4.8992e+00 +5.4764e-01
4 +6.659483783e+00 +6.659483783e+00 +1.385794838e+02 +1.385794838e+02 -1.8991e+00 +7.6537e-01
304 +6.259952364e+00 +6.259952364e+00 +1.381799524e+02 +1.381799524e+02 -1.9094e+00 +8.4278e-01
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.118736514e+05 +1.118736514e+05 +1.124644914e+05 +1.124644914e+05 +4.1129e+00 -4.7242e+00
5 +5.967017454e+03 +5.967017454e+03 +6.557857454e+03 +6.557857454e+03 -3.6603e+00 +3.1479e+00
7 +1.609580941e+02 +1.609580941e+02 +7.517980941e+02 +7.517980941e+02 -3.6675e+00 -4.8751e+00
8 +3.434822197e+01 +3.434822197e+01 +6.251882220e+02 +6.251882220e+02 -4.7951e-01 -4.4798e+00
10 +3.220017005e+00 +3.220017005e+00 +5.940600170e+02 +5.940600170e+02 +4.6644e-01 -2.2479e+00
623 +2.357337952e+00 +2.357337952e+00 +5.931973380e+02 +5.931973380e+02 +9.1965e-01 -3.3733e+00
1023 +1.459610142e+00 +1.459610142e+00 +5.922996101e+02 +5.922996101e+02 +1.0227e+00 -3.3881e+00
1423 +7.856150792e-01 +7.856150792e-01 +5.916256151e+02 +5.916256151e+02 +1.1292e+00 -3.3390e+00
1823 +4.497372312e-01 +4.497372312e-01 +5.912897372e+02 +5.912897372e+02 +1.2213e+00 -3.3460e+00
2023 +3.311414039e-01 +3.311414039e-01 +5.911711414e+02 +5.911711414e+02 +1.2682e+00 -3.3540e+00
2123 +2.315776341e-01 +2.315776341e-01 +5.910715776e+02 +5.910715776e+02 +1.2945e+00 -3.3397e+00
