% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.846065452e+01 +7.846065452e+01 +6.925065452e+01 +6.925065452e+01 +1.0951e-01 -2.3570e+00
2 +5.211105881e+01 +5.211105881e+01 +4.290105881e+01 +4.290105881e+01 -1.9428e+00 +4.8318e-01
10 +2.799285381e+01 +2.799285381e+01 +1.878285381e+01 +1.878285381e+01 +3.2649e+00 +2.3742e+00
14 +2.376794443e+01 +2.376794443e+01 +1.455794443e+01 +1.455794443e+01 +4.3438e+00 +2.6888e+00
30 +7.816881020e+00 +7.816881020e+00 -1.393118980e+00 -1.393118980e+00 +7.8755e-01 +4.6396e+00
78 +5.757598502e+00 +5.757598502e+00 -3.452401498e+00 -3.452401498e+00 +1.3654e-01 +4.9106e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.570207187e+01 +5.570207187e+01 +7.116920719e+02 +7.116920719e+02 -1.4508e+00 -7.4873e-02
2 +1.592577506e+01 +1.592577506e+01 +6.719157751e+02 +6.719157751e+02 -3.0604e+00 -4.2135e+00
19 +1.127617854e+01 +1.127617854e+01 +6.672661785e+02 +6.672661785e+02 -3.5209e-01 -4.4076e+00
34 +7.716270633e+00 +7.716270633e+00 +6.637062706e+02 +6.637062706e+02 +3.5555e+00 -4.3728e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.025781861e+01 +6.025781861e+01 +1.269678186e+02 +1.269678186e+02 +1.7353e+00 +3.5225e-01
2 +2.211832094e+01 +2.211832094e+01 +8.882832094e+01 +8.882832094e+01 -1.7723e+00 -3.1109e+00
6 +1.277084146e+01 +1.277084146e+01 +7.948084146e+01 +7.948084146e+01 -3.8773e+00 -3.8352e+00
40 +5.942758464e+00 +5.942758464e+00 +7.265275846e+01 +7.265275846e+01 -1.8837e+00 -4.7174e+00
89 +2.366021286e+00 +2.366021286e+00 +6.907602129e+01 +6.907602129e+01 -4.0781e+00 -4.8556e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.697697345e+01 +7.697697345e+01 +1.018646973e+03 +1.018646973e+03 -4.0148e+00 +2.5992e+00
2 +4.878479476e+01 +4.878479476e+01 +9.904547948e+02 +9.904547948e+02 -2.3159e+00 -3.8993e-01
3 +3.232106391e+01 +3.232106391e+01 +9.739910639e+02 +9.739910639e+02 +4.3230e+00 -2.7002e+00
