0, -4.66530, -1.70035
1, 1.90635, -0.77513
2, -2.93734, -2.49871
3, 1.36558, 3.63622
4, -1.98344, -4.75076
5, -1.35007, 2.65380
6, -1.82139, -3.64271
7, -3.93254, 2.60671
8, -4.18327, 0.50956
9, 0.64651, 2.43270
0, -4.63711, -1.69008
1, 1.87856, -0.76383
2, -2.96458, -2.48613
3, 1.35503, 3.60813
4, -1.97188, -4.72307
5, -1.33647, 2.62707
6, -1.82573, -3.67240
7, -3.90754, 2.59014
8, -4.15349, 0.50593
9, 0.66190, 2.45845
0, -4.60892, -1.67981
1, 1.85077, -0.75253
2, -2.99167, -2.47324
3, 1.34449, 3.58005
4, -1.96032, -4.69539
5, -1.32286, 2.60033
6, -1.82987, -3.70211
7, -3.88253, 2.57356
8, -4.12371, 0.50230
9, 0.63201, 2.46098
0, -4.58074, -1.66953
1, 1.82298, -0.74123
2, -3.01860, -2.46002
3, 1.33394, 3.55196
4, -1.94876, -4.66770
5, -1.30926, 2.57359
6, -1.83377, -3.73185
7, -3.85753, 2.55699
8, -4.09393, 0.49867
9, 0.64812, 2.48628
0, -4.55255, -1.65926
1, 1.79519, -0.72993
2, -3.04537, -2.44648
3, 1.32339, 3.52388
4, -1.93721, -4.64002
5, -1.29566, 2.54685
6, -1.83743, -3.76163
7, -3.83252, 2.54041
8, -4.06415, 0.49505
9, 0.66435, 2.51151
0, -4.52436, -1.64899
1, 1.76740, -0.71863
2, -3.07196, -2.43259
3, 1.31284, 3.49579
4, -1.92565, -4.61233
5, -1.28205, 2.52011
6, -1.84082, -3.79144
7, -3.80752, 2.52384
8, -4.03437, 0.49142
9, 0.63436, 2.51205
0, -4.49618, -1.63871
1, 1.73961, -0.70733
2, -3.09836, -2.41834
3, 1.30230, 3.46771
4, -1.91409, -4.58465
5, -1.26845, 2.49337
6, -1.84390, -3.82128
7, -3.78251, 2.50726
8, -4.00459, 0.48779
9, 0.65139, 2.53675
0, -4.46799, -1.62844
1, 1.71182, -0.69603
2, -3.12456, -2.40373
3, 1.29175, 3.43963
4, -1.90253, -4.55697
5, -1.25485, 2.46663
6, -1.84665, -3.85115
7, -3.75750, 2.49069
8, -3.97481, 0.48416
9, 0.66858, 2.56133
0, -4.43981, -1.61817
1, 1.68403, -0.68473
2, -3.15054, -2.38873
3, 1.28120, 3.41154
4, -1.89097, -4.52928
5, -1.24125, 2.43989
6, -1.84902, -3.88106
7, -3.73250, 2.47411
8, -3.94503, 0.48054
9, 0.68594, 2.58580
0, -4.41162, -1.60790
1, 1.65624, -0.67343
2, -3.17630, -2.37334
3, 1.27065, 3.38346
4, -1.87942, -4.50160
5, -1.22764, 2.41316
6, -1.85095, -3.91100
7, -3.70749, 2.45754
8, -3.94185, 0.51037
9, 0.65603, 2.58353
0, -4.38343, -1.59762
1, 1.62845, -0.66213
2, -3.20180, -2.35754
3, 1.26011, 3.35537
4, -1.86786, -4.47391
5, -1.21404, 2.38642
6, -1.85240, -3.94096
7, -3.68249, 2.44096
8, -3.93827, 0.54015
9, 0.67431, 2.60732
0, -4.35525, -1.58735
1, 1.60066, -0.65083
2, -3.22703, -2.34131
3, 1.24956, 3.32729
4, -1.85630, -4.44623
5, -1.20044, 2.35968
6, -1.85327, -3.97095
7, -3.65748, 2.42439
8, -3.93427, 0.56989
9, 0.69280, 2.63094
0, -4.32706, -1.57708
1, 1.57287, -0.63953
