% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.649890320e+01 +1.649890320e+01 +9.597890320e+01 +9.597890320e+01 +5.2261e-01 +2.8961e+00
6 +6.481645183e+00 +6.481645183e+00 +8.596164518e+01 +8.596164518e+01 +4.8933e-01 +1.3781e+00
7 +2.890338611e+00 +2.890338611e+00 +8.237033861e+01 +8.237033861e+01 -1.4164e+00 -8.3413e-01
9 +1.480052847e+00 +1.480052847e+00 +8.096005285e+01 +8.096005285e+01 +1.9741e-01 +5.8513e-02
37 +8.154501120e-01 +8.154501120e-01 +8.029545011e+01 +8.029545011e+01 +1.0691e+00 -1.5429e+00
39 +2.078796488e-01 +2.078796488e-01 +7.968787965e+01 +7.968787965e+01 -1.4647e-01 -9.3666e-01
44 +7.468316672e-02 +7.468316672e-02 +7.955468317e+01 +7.955468317e+01 +2.7156e-01 -1.4294e+00
76 +5.519808805e-02 +5.519808805e-02 +7.953519809e+01 +7.953519809e+01 +4.8768e-01 -1.1515e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.934872863e+01 +5.934872863e+01 +4.538287286e+02 +4.538287286e+02 +3.7615e+00 -2.0688e+00
2 +1.037327990e+01 +1.037327990e+01 +4.048532799e+02 +4.048532799e+02 -8.7120e-01 -3.9901e+00
6 +7.886783925e+00 +7.886783925e+00 +4.023667839e+02 +4.023667839e+02 -1.4278e+00 -4.2257e+00
8 +5.126228038e+00 +5.126228038e+00 +3.996062280e+02 +3.996062280e+02 -3.0190e+00 -8.0403e-01
35 +1.182810849e+00 +1.182810849e+00 +3.956628108e+02 +3.956628108e+02 -4.3016e+00 -1.8803e+00
62 +6.583052619e-01 +6.583052619e-01 +3.951383053e+02 +3.951383053e+02 -3.8766e+00 -3.7015e+00
162 +6.265428992e-01 +6.265428992e-01 +3.951065429e+02 +3.951065429e+02 -3.8550e+00 -3.6808e+00
762 +3.934552711e-01 +3.934552711e-01 +3.948734553e+02 +3.948734553e+02 -3.8784e+00 -3.5173e+00
1262 +2.331992187e-01 +2.331992187e-01 +3.947131992e+02 +3.947131992e+02 -3.9185e+00 -3.3729e+00
1562 +1.577548063e-01 +1.577548063e-01 +3.946377548e+02 +3.946377548e+02 -3.9397e+00 -3.2854e+00
1962 +9.108265493e-02 +9.108265493e-02 +3.945710827e+02 +3.945710827e+02 -3.9824e+00 -3.1803e+00
2162 +6.168446553e-02 +6.168446553e-02 +3.945416845e+02 +3.945416845e+02 -3.9909e+00 -3.1209e+00
2562 +3.525318847e-02 +3.525318847e-02 +3.945152532e+02 +3.945152532e+02 -4.0136e+00 -3.0386e+00
2762 +1.894573126e-02 +1.894573126e-02 +3.944989457e+02 +3.944989457e+02 -3.9884e+00 -2.9945e+00
2862 +1.214105828e-02 +1.214105828e-02 +3.944921411e+02 +3.944921411e+02 -3.9620e+00 -2.9804e+00
2962 +6.479666732e-03 +6.479666732e-03 +3.944864797e+02 +3.944864797e+02 -3.9478e+00 -2.9540e+00
3062 +2.994559958e-03 +2.994559958e-03 +3.944829946e+02 +3.944829946e+02 -3.9211e+00 -2.9402e+00
3162 +6.128118275e-04 +6.128118275e-04 +3.944806128e+02 +3.944806128e+02 -3.9078e+00 -2.9133e+00
3262 +3.905864516e-04 +3.905864516e-04 +3.944803906e+02 +3.944803906e+02 -3.8810e+00 -2.8998e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.528239831e+01 +2.528239831e+01 -2.218276017e+02 -2.218276017e+02 -4.0006e+00 -4.8209e+00
2 +9.071952953e+00 +9.071952953e+00 -2.380380470e+02 -2.380380470e+02 -9.3331e-01 +1.1323e+00
3 +2.986387760e+00 +2.986387760e+00 -2.441236122e+02 -2.441236122e+02 -4.8805e+00 +1.5506e+00
27 +2.405988377e+00 +2.405988377e+00 -2.447040116e+02 -2.447040116e+02 -2.8969e+00 -1.0590e+00
76 +6.817068821e-01 +6.817068821e-01 -2.464282931e+02 -2.464282931e+02 -3.0195e+00 +4.7707e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.048667381e+01 +1.048667381e+01 -1.415533262e+02 -1.415533262e+02 -2.0843e+00 -1.2565e+00
2 +2.172119096e+00 +2.172119096e+00 -1.498678809e+02 -1.498678809e+02 +2.9162e-01 +6.0242e-02
5 +9.588604932e-01 +9.588604932e-01 -1.510811395e+02 -1.510811395e+02 +5.7693e-01 +1.9203e+00
