% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.003289117e+01 +3.003289117e+01 +1.095128912e+02 +1.095128912e+02 -3.6812e+00 -4.9721e+00
2 +2.420618031e+01 +2.420618031e+01 +1.036861803e+02 +1.036861803e+02 +4.2363e+00 +1.7307e+00
3 +1.429089420e+00 +1.429089420e+00 +8.090908942e+01 +8.090908942e+01 -8.8617e-01 -1.5199e+00
7 +5.052647951e-02 +5.052647951e-02 +7.953052648e+01 +7.953052648e+01 +3.0155e-02 -1.1259e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.752748462e+01 +5.752748462e+01 +4.520074846e+02 +4.520074846e+02 +4.7836e-02 +3.5868e+00
3 +2.626560759e+01 +2.626560759e+01 +4.207456076e+02 +4.207456076e+02 -3.4289e+00 +2.2130e+00
5 +8.431271831e+00 +8.431271831e+00 +4.029112718e+02 +4.029112718e+02 -1.8615e+00 -4.9598e+00
14 +3.896230630e+00 +3.896230630e+00 +3.983762306e+02 +3.983762306e+02 -2.0729e+00 -3.6412e+00
28 +5.810474872e-01 +5.810474872e-01 +3.950610475e+02 +3.950610475e+02 -3.1892e+00 -3.1698e+00
46 +3.020469627e-01 +3.020469627e-01 +3.947820470e+02 +3.947820470e+02 -3.3519e+00 -2.8326e+00
79 +1.944711357e-01 +1.944711357e-01 +3.946744711e+02 +3.946744711e+02 -3.4648e+00 -2.9710e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.512567468e+01 +1.512567468e+01 -2.319843253e+02 -2.319843253e+02 -3.4577e+00 +4.0774e+00
6 +4.065028058e+00 +4.065028058e+00 -2.430449719e+02 -2.430449719e+02 -2.2408e+00 -1.0770e+00
7 +2.228976415e-01 +2.228976415e-01 -2.468871024e+02 -2.468871024e+02 -4.1053e+00 -1.5558e-01
2507 +1.466310823e-01 +1.466310823e-01 -2.469633689e+02 -2.469633689e+02 -4.0337e+00 -9.8890e-02
3107 +8.941395772e-02 +8.941395772e-02 -2.470205860e+02 -2.470205860e+02 -3.8991e+00 -7.8370e-02
