random seed set to 42
-5.000000, -5.000000, 121.842094
-5.000000, -4.800000, 120.344814
-5.000000, -4.600000, 118.927534
-5.000000, -4.400000, 117.590254
-5.000000, -4.200000, 116.332974
-5.000000, -4.000000, 115.155694
-5.000000, -3.800000, 114.058414
-5.000000, -3.600000, 113.041134
-5.000000, -3.400000, 112.103854
-5.000000, -3.200000, 111.246574
-5.000000, -3.000000, 110.469294
-5.000000, -2.800000, 109.772014
-5.000000, -2.600000, 109.154734
-5.000000, -2.400000, 108.617454
-5.000000, -2.200000, 108.160174
-5.000000, -2.000000, 107.782894
-5.000000, -1.800000, 107.485614
-5.000000, -1.600000, 107.268334
-5.000000, -1.400000, 107.131054
-5.000000, -1.200000, 107.073774
-5.000000, -1.000000, 107.096494
-5.000000, -0.800000, 107.199214
-5.000000, -0.600000, 107.381934
-5.000000, -0.400000, 107.644654
-5.000000, -0.200000, 107.987374
-5.000000, 0.000000, 108.410094
-5.000000, 0.200000, 108.912814
-5.000000, 0.400000, 109.495534
-5.000000, 0.600000, 110.158254
-5.000000, 0.800000, 110.900974
-5.000000, 1.000000, 111.723694
-5.000000, 1.200000, 112.626414
-5.000000, 1.400000, 113.609134
-5.000000, 1.600000, 114.671854
-5.000000, 1.800000, 115.814574
-5.000000, 2.000000, 117.037294
-5.000000, 2.200000, 118.340014
-5.000000, 2.400000, 119.722734
-5.000000, 2.600000, 121.185454
-5.000000, 2.800000, 122.728174
-5.000000, 3.000000, 124.350894
-5.000000, 3.200000, 126.053614
-5.000000, 3.400000, 127.836334
-5.000000, 3.600000, 129.699054
-5.000000, 3.800000, 131.641774
-5.000000, 4.000000, 133.664494
-5.000000, 4.200000, 135.767214
-5.000000, 4.400000, 137.949934
-5.000000, 4.600000, 140.212654
-5.000000, 4.800000, 142.555374
-4.800000, -5.000000, 119.780974
-4.800000, -4.800000, 118.283694
-4.800000, -4.600000, 116.866414
-4.800000, -4.400000, 115.529134
-4.800000, -4.200000, 114.271854
-4.800000, -4.000000, 113.094574
-4.800000, -3.800000, 111.997294
-4.800000, -3.600000, 110.980014
-4.800000, -3.400000, 110.042734
-4.800000, -3.200000, 109.185454
-4.800000, -3.000000, 108.408174
-4.800000, -2.800000, 107.710894
-4.800000, -2.600000, 107.093614
-4.800000, -2.400000, 106.556334
-4.800000, -2.200000, 106.099054
-4.800000, -2.000000, 105.721774
-4.800000, -1.800000, 105.424494
-4.800000, -1.600000, 105.207214
-4.800000, -1.400000, 105.069934
-4.800000, -1.200000, 105.012654
-4.800000, -1.000000, 105.035374
-4.800000, -0.800000, 105.138094
-4.800000, -0.600000, 105.320814
-4.800000, -0.400000, 105.583534
-4.800000, -0.200000, 105.926254
-4.800000, 0.000000, 106.348974
-4.800000, 0.200000, 106.851694
-4.800000, 0.400000, 107.434414
-4.800000, 0.600000, 108.097134
-4.800000, 0.800000, 108.839854
-4.800000, 1.000000, 109.662574
-4.800000, 1.200000, 110.565294
-4.800000, 1.400000, 111.548014
-4.800000, 1.600000, 112.610734
-4.800000, 1.800000, 113.753454
-4.800000, 2.000000, 114.976174
-4.800000, 2.200000, 116.278894
-4.800000, 2.400000, 117.661614
-4.800000, 2.600000, 119.124334
-4.800000, 2.800000, 120.667054
-4.800000, 3.000000, 122.289774
-4.800000, 3.200000, 123.992494
-4.800000, 3.400000, 125.775214
-4.800000, 3.600000, 127.637934
